​‍‍​​‍​‍​‍‍‍‍​​‍​‍​​‍​‍​​‍​​​​‍​​‍​‍​​‍‍​‍​‍​‍​‍​‍‍​​‍​​​‍​​​‍​​​‍​​‍​​‍​‍‍​‍​‍​​‍‍‍​​​​​​‍‍​‍‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍‍‍‍​​​​‍‍​‍​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍​​‍‍‍​​‍‍‍​‍‍​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍‍​‍‍​​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍​‍​​​‍​‍‍​​​‍‍​‍‍​‍‍​‍​​‍‍‍​​‍​‍‍​‍​‍‍​‍‍​​‍​​​‍​‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​​‍‍​​​‍​‍​‍‍​​‍​​‍‍​​‍​​‍​‍​‍‍​​‍​​‍​‍​​‍​‍​​‍​​‍​​​​‍‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​‍​​​‍​​‍‍​​‍‍​‍​​‍‍​‍​‍‍​‍​‍​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍​‍‍​‍​‍​‍‍​​‍​​‍‍​​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​​‍​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍‍‍​‍​​‍​‍​​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​​‍‍​​‍‍​​​​​​‍‍​‍​​​‍​​‍‍‍‍​‍​‍​‍‍‍​‍​‍​​​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍​​‍​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍‍​​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍‍​‍​‍​​‍​​​‍​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​‍​‍​​‍‍​‍‍​​​‍‍​​​‍‍​​‍‍​​‍​​‍​‍​‍‍​​‍‍‍‍​​‍​‍‍​​‍​​​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍​‍​‍‍​‍​‍​​​‍​​‍‍​​‍​​​‍‍‍​​‍​‍‍​‍​‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​‍​‍​‍‍​‍​​‍​‍​​‍‍‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​​‍‍​‍​​‍‍‍‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​‍​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​​​‍​‍​​‍‍​​​​​‍​​‍‍​​​‍​‍​‍​​​‍​‍​​​‍​​‍‍​​‍​​‍​‍‍​​‍​​‍‍​​‍​​‍​‍‍​​‍​‍‍‍​‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​‍​‍​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​​​​‍‍​​‍​​‍​​‍‍‍​​‍​​​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍​‍​‍​‍‍‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​​​​​‍​‍‍​‍​​‍​‍​​‍‍​​​‍​​​​‍‍​‍​​‍​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​​‍‍​‍​‍​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍‍‍​​‍‍​‍​‍​​‍‍​​​​​‍​‍​‍​‍​‍​​‍​​​​‍​​‍​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍​​​‍‍‍​‍​​​‍‍​​‍‍​‍‍‍​​‍​‍‍​​‍​‍​‍‍​​​​‍​‍​​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍‍​‍​​​​‍​​‍‍​‍​​​​‍​‍‍​‍​​​‍‍​​‍​​‍​​​‍‍​​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍​‍​‍‍​‍‍​​​‍​​​‍​‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍‍​​‍​​​‍​​​‍‍​​​‍‍​‍‍‍‍​​‍​‍​​‍‍‍​​‍‍​‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​‍‍‍​‍​​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍​‍​​‍‍​​‍‍​​​​​​‍‍​​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍‍​​‍‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​‍​​​‍‍​​‍‍‍​‍‍‍​‍​​​‍​​‍‍​‍​‍‍​‍​‍​​‍​​‍‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​​​‍​​​‍​​‍‍‍​​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍​‍​​‍​‍‍‍​‍‍‍​‍‍​‍​​‍​‍​‍​‍​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍‍​‍​​‍​‍‍​‍​​‍​‍‍​​​​‍​​‍​‍​​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​‍‍​‍‍​​​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍‍​​‍‍‍‍​‍​​‍‍​‍‍​​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​‍​​​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍​​​‍​‍‍​‍​​‍‍​‍​‍​​‍​‍‍​‍​​‍‍​‍​​‍​​‍‍​​​​​​‍‍​‍​​​‍​‍‍​‍​​‍​‍​‍​​​‍​‍‍​‍​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍​​​‍​‍‍​​‍​​‍‍​​​​​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍‍​​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​​​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍​​​‍‍​‍​​​​‍‍​‍​​​​‍​​‍‍​‍​‍​​​​‍‍​‍​​‍​‍​​​‍‍‍​​‍​‍‍​​‍‍​​‍​‍​​​‍​​‍‍‍‍​‍​​‍‍‍‍​‍Survey-GS-Urban|||Survey on 3DGS for urban scenes: autonomous driving/street view/city-scale reconstruction
Multi-view Consistent 3D Gaussian Head Avatars|||Achieves multi-view consistent 3D Gaussian head avatars without requiring multi-view generation; single-view input to 3D Gaussian head (Aviral Chharia, Fernando De la Torre)
SatSurfGS|||Generalizable 2D Gaussian Splatting for sparse-view satellite surface reconstruction; confidence-aware multi-view feature aggregation for orbital imagery
Incremental 3D Gaussian Triangulation|||Online incremental mesh extraction from dense Gaussian triangulation; plane-based pulling constraint + dynamic historical region freezing
Gaussian-Enhanced Surfel Rendering with Depth Peeling|||Depth peeling technique for high-fidelity Gaussian-enhanced surfel rendering; resolves transparency ordering for glass/transmissive scenes
SuperSplat|||Super-resolution guided Gaussian densification for detail enhancement in sparse-view settings
SK-GS|||Template-free articulated GS with skeleton auto-discovery + articulated deformation fields
DinoComplete|||3D Shape Completion with distilled semantic priors and state space models; DINOv2 distillation for partial shape completion
FTSplat|||Feed-forward triangle primitive generation
Hybrid-Capture Two-View Training|||Two-view-per-step as dominant training lever
GaussHDR|||HDR-robust GS with exposure-aware Gaussian decomposition
Flux-GS|||Monte Carlo Specular Energy Aggregator for mobile 3DGS: samples 3rd-order radiance residuals into compact latent space + Attribute-Conditioned SH Enhancement + Multi-view Alpha-based Densification/Pruning; real-time mobile rendering with significant parameter reduction (UTS/Baidu/U Adelaide)
LiteLoc|||Color-free decoupled feature field for compact 3DGS localization: eliminates 94% redundant storage; condensing strategy distills matches to 5% for 19x speedup
SymTRELLIS|||Symmetry-enforced voxel latents for 3D generation; velocity symmetrization at each ODE step enforces arbitrary finite point group symmetries; no VAE/flow retraining
ROAR-3D|||Routing arbitrary views for multi-view 3D generation; token-wise view router establishes 2D-to-3D correspondences without explicit pose input; dual-stream attention preserves pretrained single-view behavior
3D Representation Survey|||Recent advances and trends in learning-based 3D representations; paradigm shift from explicit to implicit/splatting representations
Cross-View Splatter|||Ground+satellite cross-view feature fusion for outdoor 3DGS reconstruction; unified GPS-tagged 3D coordinate frame
SVGS-Edit|||Single-view text-driven 3D editing with sparse 3DGS (disambiguation: distinct...
GeoRect4D|||Geometry-compatible generative rectification for dynamic sparse-view 3D recon...
PDF-GS|||Progressive distractor filtering for robust 3DGS
IDESplat|||Iterative depth probability estimation for generalizable 3DGS; refines depth via multi-iteration probability updates
Instant Colorization|||Visibility-weighted least squares for per-Gaussian colorization
GGN|||Gaussian Graph Network modeling inter-Gaussian relationships with graph neural networks
WaterGS|||Invisible watermark embedding in GS parameters with robustness against rendering-level attacks
DropAnSH-GS|||Dropping Anchor and Spherical Harmonics for sparse-view Gaussian Splatting; anchor-based dropout strategy + SH regularization to mitigate overfitting
GaussianShell|||Shell-structured Gaussians constrained on surface manifold for geometrically faithful reconstruction
Real2Sim|||4DGS + differentiable MPM solver for physics-aware autonomous driving simulation
GS-Retexture|||Texture transfer in GS with UV-aligned Gaussian appearance modification
Gaussians on a Diet|||Memory-bounded training, 80% lower peak memory
BAD-Gaussians|||Bundle-adjusted deformation Gaussians for consistent editing across views
GS-IR-v2|||Enhanced inverse rendering with GS: joint geometry + BRDF + lighting estimation
TrackRef3D|||Track-then-label paradigm with TSCM for open-world referring segmentation in 3DGS
MAGS-SLAM|||First RGB-only multi-agent 3DGS SLAM; compact submap communication + geometry...
LumiMotion|||Improving Gaussian relighting with scene dynamics
Dynamic 3D Gaussians|||Per-point deformation network for monocular dynamic scenes
HGS-Det|||Hierarchical GS for 3D detection with multi-scale Gaussian features
ProgressiveAvatars|||Progressive animatable 3D Gaussian avatar generation
GAGAvatar|||Generalizable and animatable Gaussian head avatar from monocular video
GS-Manifold|||Manifold-constrained Gaussians for surface reconstruction with topological guarantees
LightGaussian|||Global+local pruning + SVD distillation for 15x compression at 200+ FPS
MonoPhysics|||Monocular inverse physics using differentiable MPM + 3DGS; three visual-physical bridges for joint geometry/appearance/physics
AdpSplit|||Error-driven adaptive split operator replacing heuristic binary split; 9.2-22...
Gaussian Grouping|||Identity encoding per Gaussian + SAM supervision + 3D spatial consistency for open-world 3D segmentation and editing
DGD-v2|||Dense Gaussian distillation with multi-scale feature alignment for enhanced quality
gsplat|||CUDA-accelerated 3DGS rasterization library; 4x VRAM savings; 10% training speedup; production-grade real-time rendering; part of nerfstudio project
GaussCalib|||Joint camera calibration and GS optimization for posed/unposed images
CityGS-v2|||Second-generation city-scale GS with block-wise training and seamless merging
IRIS|||Hybrid proxy with analytical ray-primitive intersection
Dynamic3DGS-Urban|||MAP4D: static background + dynamic instance decomposition for urban dynamic scenes
AnchorSplat|||3D-native end-to-end depth network via Point Anchor Mechanism for GS detail enhancement; 10^5x faster than optimization methods; zero-shot generalization to generated models
BlitzGS|||Distributed 3DGS with parity-based GPU sharding + importance-scoring for city...
NeuSG|||Neural surface-guided GS: SDF-guided Gaussian anchoring for consistent surface reconstruction
View-Dependent Splatting Kernels|||Learns view-dependent splatting kernels replacing fixed Gaussian kernels; improves rendering quality for Gaussian/surfel-based representations
Anythingreality|||Robust online GS SLAM for VR scene exploration + VLM interaction; ORB-SLAM3-based pose + real-time Gaussian reconstruction; +14.5% PSNR, 88% VLM recognition
PGSR|||Planar-based regularizer for high-fidelity surface reconstruction
CompactGS|||Vector quantization + learned codebook for compact Gaussian attribute storage
GaussianLoc|||GS-based visual localization with dense Gaussian map
Feature 3DGS|||Distilled DINO/SAM features for 3D segmentation/detection
SplatDM|||Score distillation from diffusion models into Gaussian Splatting for 3D generation
E2EGS|||Event-to-edge pose-free 3D reconstruction
MotionDreamer|||Category-agnostic skeletal animation from 2D video; structural-semantic injection maps visual dynamics to heterogeneous joint hierarchies; 20,000+ 3D model dataset with rigging and animation
DiffSoup|||Triangle soup as extreme radiance field simplification
SurfFill|||LiDAR point cloud completion via Gaussian surfel splatting; ambiguity heuristic for LiDAR beam divergence artifacts; divide-and-conquer for building-sized completion
DN-4DGS|||Denoised deformable network with temporal-spatial aggregation for dynamic scene rendering
MegaGaussian|||Mega-scale GS training with progressive data loading and chunk-based optimization
StereoSplat+|||Feed-forward stereo GS with diffusion-assisted progressive inference; one-step diffusion enhancer + stereo cost-volume + triplane 3D volume fusion
EpipolarFree-GS|||Removing epipolar constraint for generalizable NVS, stronger cross-domain generalization
NG-GS|||NeRF-guided Gaussian-level semantic assignment
Denoising-GS|||Formulates 3DGS optimization as primitive denoising; spatial gradient denoisi...
APEIRIA|||Neuro-symbolic 3D spatial reasoning framework combining 3D MLLM open-vocabulary understanding with programmatic verification; bridges black-box neural reasoning and interpretable symbolic spatial reasoning
SplatAD-v2|||Enhanced driving GS with multi-sensor fusion and sim-to-real transfer
GAVIS|||Uncertainty-driven 3DGS active mapping via anisotropic visibility field (spherical harmonics); Bayesian Network rasterizer at 200 FPS
3DEditSafe|||First safety-regularized 3D editing framework constraining NSFW semantic propagation; 3D safety regularization + safe semantic projection + residue suppression
RetroNVS|||Retrospective dynamic NVS with SfM-initialized Gaussian propagation benchmark
GausCtrl-AD|||Controllable GS generation for AD simulation with layout conditioning
GS-Mosaic|||Mosaic-style GS editing for large-scale scene layout modification
GaussianDark|||Noise-aware 3DGS training + low-light robust rendering for in-the-dark reconstruction
GEMM-GS|||GEMM-compatible blending for Tensor Core utilization, 1.42x speedup
AdaptSplat|||Adapting vision foundation models for feed-forward 3DGS; leverages pretrained ViT/DINO features for cross-scene generalizable Gaussian prediction
DelightingFace|||Dataset Latent Modulation delighting prior for facial appearance capture; 4K ...
CADFS|||Large-scale CAD program dataset + LLM-assisted CAD understanding
Survey-GS-Physics|||Survey on physics-integrated Gaussian Splatting: fluid/solid/cloth simulation + differentiable rendering
CGS-SLAM|||Compact voxel-based 3DGS for dense visual SLAM
GaussianUnderAttack|||Systematic adversarial attack analysis on 3DGS revealing robustness vulnerabilities
GaussianCodec|||Learned Gaussian codec with entropy-constrained quantization for rate-distortion optimization
QUEEN|||Quantized efficient encoding for streaming free-viewpoint video with dynamic Gaussians
StylizedGS|||Reference-based controllable scene stylization with Gaussian Splatting
SharpSplat|||SAM3-based building edge extraction + rendered gradient-edge alignment; sharp building boundary reconstruction in UAV 3DGS scenes
EventGS|||Event camera-integrated GS for high-speed HDR scene reconstruction
VEGS|||Video-driven editing of Gaussian Splatting with temporal consistency propagation
WildGaussians|||Joint pose + 3DGS optimization from internet photos
MSGS|||Multispectral 3D Gaussian Splatting
Relightable-GS-VP|||GS-based relighting for Virtual Production with image-based illumination; UV-...
AV1-3DGS|||AV1 motion vectors for dense SfM matching with 63% training time reduction
AudioGS|||Spectrogram-based audio Gaussian Splatting for sound field reconstruction
Topo-GS|||Topological GS for high-dimensional data embedding; ARAP prior + tangent space alignment via orthogonal Procrustes; topology-aware loss for 1D/2D intrinsic dimensionality
DensifyGS|||Adaptive densification strategy with error-driven Gaussian splitting scheduling
DSD-GS|||Dynamic-Static Decomposition via feed-forward GS encoder + optical flow; static regions skip redundant computation; 10 min training on Neural 3D; 700+ FPS on RTX 5090@1352x1014; no COLMAP required
PointForward|||Point-aligned feed-forward driving scene reconstruction via 3DGS; anchor-aligned representation replacing pixel-alignment for autonomous driving
PureLight|||Learning complex luminaires with light tracing; forward light tracing for efficient sampling of difficult light paths
ABot-3DWorld 0|||Universal world model → 3DGS; Spatial Generative Primitive (SGP) + panoramic video reconstruction; multimodal input → explorable 3DGS world; SOTA among open-source methods
EnerGS|||Energy-based soft geometric guidance from LiDAR/depth priors
HumanSplatHMR|||Joint pose refinement + Gaussian avatar optimization
Egocentric Dynamic 3DGS Evaluation|||Egocentric video reconstruction evaluation
D-MiSo|||Multi-Gaussians Soup representation for editing dynamic 3D scenes
PAGaS|||Pixel-aligned 1DoF Gaussians for depth refinement
DISCOVERSE|||3DGS + MuJoCo unified Real2Sim2Real robot learning framework; scene-level + object-level dual-channel Real2Sim generation; multi-modal sensor native support (RGB/depth/LiDAR/tactile); open-source scalable modular architecture (Digua Robot / Tsinghua AIR / Qiuzhi Tech)
Grid4D|||4D decomposed hash encoding for efficient spatiotemporal Gaussian queries in dynamic GS
P2GS|||Physical prior-guided GS for photometrically consistent urban reconstruction: joint decomposition of HDR radiance + per-view exposure scales from LDR images
GS-Wild-v2|||Enhanced unconstrained GS with illumination decomposition and transient handling
HeroGS|||Hierarchical image→region→pixel guidance for sparse-view robustness
ContextGS|||Anchor-level context model for entropy coding replacing uniform quantization in 3DGS
Rendering-Aware Bayesian 3DGS|||Normal-Inverse-Wishart posterior tracking for Gaussian geometry; native predictive uncertainty for interval calibration + active view selection; ~17x coverage error reduction
S²AM3D|||Scale-controllable 3D point cloud arbitrary part segmentation; first model with continuous scale granularity control; 28.5% performance improvement; SAM-based 2D-3D cross-modal alignment (HIT)
NoPo4D|||Feed-forward dynamic Gaussians from unposed multi-view videos; velocity decomposition + bidirectional motion
3DGS³|||Joint super sampling and frame interpolation for real-time large-scale 3DGS rendering; unified SS+FI pipeline enabling high-fidelity frame generation at scale
DelowlightSplat|||Lowlight Adapter + cost-volume inference predicts clean Gaussians from degraded inputs
HyperGS|||Feedforward optimization-free Gaussian video representation; factorized spatiotemporal Transformer + learnable query-based Transformer; 10^4-10^5x speedup; +2.9-3.1 dB over prior video encoders
ArtSplat|||First feed-forward articulated 3DGS; per-pixel joint map + Cross-State Attention; 400x faster than optimization
Survey-GS-Seg|||Survey on 3D segmentation within Gaussian Splatting: methods/datasets/metrics/taxonomy
Frosting|||Decoupled geometry/appearance editing
GaussianLSS|||BEV perception via Gaussian Splatting
Survey-GS-SLAM|||Survey on Gaussian Splatting-based SLAM: tracking/mapping/dynamic handling/loop closure
ConFixGS|||Confidence-aware diffusion priors for fixing feedforward 3DGS; +3.68 dB PSNR ...
PUP-3DGS|||Prune-and-ultra-split: progressive pruning + targeted upsampling for efficient density control
Semantic-Guided Progressive Object Removal|||DINOv2 semantic-guided block matching + region-wise progressive refinement for high-quality 3D object removal in 3DGS scenes
GaussFusion|||First multimodal 3D Gaussian pretraining framework; cross-modal semantic alignment in masked Gaussian modeling; Gaussian Saliency-guided Hierarchical Masking (GSHM)
NoiseGS|||Noise-resilient GS training with uncertainty-guided loss weighting
GaussRover|||GS-based rover navigation with terrain-aware Gaussian representation
PhysX-Omni|||Unified simulation-ready physical 3D generation across rigid, deformable, and articulated objects; VLM-tailored geometry encoding without compression; PhysXVerse dataset + PhysX-Bench (NTU/Ziwei Liu)
SplatArmor|||LBS-based articulated Gaussian Splatting for human body with twist-aware deformation
TRELLIS.2|||4B-parameter native 3D large model; 17s PBR asset generation with interior geometry; handles open surfaces, nested layers, transparent materials; Microsoft Research + Tsinghua
LeGS|||Loco-manipulation via Embodied Gaussian Splatting; mesh foreground (robot/objects) + 3DGS background; procedural motion primitive generator synthesizes demonstrations; 2-stage color calibration aligns 3DGS renders with deploy cameras; VLA policy trained purely in LEGS matches human teleoperation (15x cost reduction)
GS-Stream|||Progressive Gaussian streaming for bandwidth-adaptive 3DGS delivery
ClipGStream|||Clip-stream any-length any-motion multi-view dynamic scene reconstruction
DeGO|||Deformable Gaussian occupancy decoupling rigid and non-rigid motion with factorized 4D VGGT distillation; 13.5% gains on human-centric instances
3DSS|||First differentiable surface splatting renderer for PBR inverse rendering wit...
4DGaussians-v2|||Enhanced 4DGS with temporal smoothness regularization and flow-guided deformation
X-Gaussian|||Expressive full-body Gaussian avatar from monocular video with LBS-based deformation
CapTalk|||Text-guided stylization and speech-driven 3D head animation; separate control over style and emotion; dynamic emotion during inference
UniCAD|||Unified multi-modal multi-task CAD benchmark + UniCAD-MLLM universal model for point/text/image→CAD reconstruction, generation, and QA
GaussianSLAM-2|||Second-generation GS-SLAM with submap fusion and uncertainty-driven keyframing
Real-Time LiDAR GS-SLAM|||First real-time LiDAR Gaussian Splatting SLAM; tight G-ICP + spherical rasterization dense mapping; Newer College F-score 86.78%@>20FPS
Neural Gabor Splatting|||Neural Gabor augmentation per Gaussian + frequency-aware densification for hi...
FluSplat|||Feed-forward sparse-view editing without per-scene optimization
ASSEMCAD|||Axiom-driven framework for production-ready CAD assembly generation from natural language; port-and-mate-based library with executable mate relations + engineering axioms; outperforms code-centric CAD baselines on AssemBench
Director3D|||Text to progressive 3D scene GS generation with camera trajectory planning
GlowGS|||Diffusion + VFM semantic feature bank for nighttime glow scene reconstruction
EAGLES|||Quantized embeddings + coarse-to-fine training + pruning for 10-20x memory compression maintaining quality
Survey-GS-ZJU|||First comprehensive survey on 3D Gaussian Splatting covering representation/rendering/optimization/applications
GaussianCut-v2|||Enhanced graph-cut segmentation for interactive GS editing with uncertainty refinement
Sp2403GS|||Sparse GS representation with importance-based pruning + codebook quantization
ParticleGS|||Physics-based MPM-inspired 4DGS with Neural ODE evolver for prior-free motion...
GS-Wild|||Per-Gaussian intrinsic/appearance feature separation + adaptive sampling for unconstrained photo GS
HSP|||Hierarchical Space Partition for surface reconstruction; priority-based plane assembling + min-cut optimization for watertight mesh from incomplete point clouds
VoxelGS|||Scaffold-anchored Gaussians tethered to voxelized SDF for fast monocular surface reconstruction
GS-CAD|||CAD model reconstruction from GS with parametric primitive fitting
GaussianBody|||SMPL-X aligned Gaussian body with part-aware densification
View-Dependent Splatting|||Learned view-dependent splatting kernels replacing fixed covariance; first fund...
L4GM|||Large-scale feed-forward 4D Gaussian reconstruction from video
Normal-GS|||Normal-involved rendering: normal constraint + differentiable normal guiding splat distribution
STG|||Spatiotemporal Gaussians with decomposed spatial-temporal attention for 4D rendering
AnyCity|||Observation-grounded generative reconstruction for sparse aerial urban scenes; observation-supported geometry latent + gated residual from diffusion prior
SAGO|||Online segment 3D Gaussians via virtual drones; reframes interactive 3DGS segmentation as Next-Best-View planning; 50x faster than prior methods
RAD|||Large-scale 3DGS-based Reinforcement Learning for end-to-end driving: 3DGS twin digital world + closed-loop RL training overcoming IL causal confusion
GlobalSplat|||Global latent tokens → 16K Gaussians in 78ms single forward pass
Underwater360|||Omnidirectional GS + physics-based appearance-medium decoupling for underwater panoramic scenes
PointSplat|||Geometry-driven pruning + Transformer refinement for efficient 3DGS
Structure-Aware Densification|||Frequency-aware anisotropic split replacing heuristic clone/split
Ambient-Robust IR|||Active RGB-NIR imaging for ambient-robust inverse rendering
GeoAugmentGS|||Geometry-aware data augmentation for 3DGS: depth-consistent view synthesis for regularization
Street Gaussians|||Static/dynamic decomposition for urban street scenes
GS-SCNet|||Generalizable 3DGS + semantic coding for immersive video
AnySurf|||Any surface generation with directed edge; learns to generate diverse 3D surfaces from conditions
SparseOIT|||Order-independent transparency via active set method for glass/refractive scenes
SAND|||Spatially adaptive network depth for efficient neural implicit surface sampling
GGD-SLAM|||Generalizable motion model for monocular 3DGS SLAM in dynamic environments; FIFO queue + sequential attention for dynamic semantic extraction; no semantic labels or depth input required; anti-interference SSIM loss
VLRC|||Vision-Language Reprojection Consistency as scalable signal for better feed-forward 3D pretraining
3DGS-Enhancer|||2D diffusion priors guiding iterative 3DGS refinement for view-consistent enhancement
GS-Playground|||Batch 3DGS + parallel physics at 10^4 FPS for robot learning
MVSplat360|||Feed-forward 360-degree scene synthesis from sparse views
GIC|||Gaussian-Informed Continuum for physical property identification and differentiable simulation
TransGS|||Transformer-based deformation field for 4DGS with attention-based temporal modeling
FlashWorld|||Feed-forward 3DGS world model: single forward pass generates dynamic 3D scenes with real-time interaction, bridging video generation and 3D reconstruction
